Player Hand,House Upcard,Count,Move,Bet
"['King of Clubs', '8 of Hearts']",Ace of Diamonds,0,S,300
"['Ace of Diamonds', 'Jack of Spades']",Jack of Clubs,0,S,10
"['10 of Hearts', '6 of Hearts']",10 of Diamonds,0,SU,10
"['6 of Hearts', 'King of Hearts']",7 of Diamonds,0,H,10
"['2 of Spades', '7 of Spades']",Queen of Hearts,1,H,10
"['Jack of Clubs', 'Jack of Hearts']",3 of Diamonds,3,S,10
"['Jack of Hearts', '4 of Hearts']",Jack of Clubs,4,H,10
"['3 of Hearts', '5 of Hearts']",7 of Spades,4,H,10
"['8 of Spades', 'King of Clubs']",9 of Diamonds,4,S,10
"['9 of Spades', 'Queen of Clubs']",Queen of Clubs,4,S,10
"['5 of Diamonds', '9 of Hearts']",3 of Spades,5,S,10
"['6 of Clubs', '5 of Spades']",7 of Diamonds,6,D,10
"['7 of Spades', '10 of Hearts']",6 of Spades,6,S,20
"['10 of Hearts', '5 of Hearts']",4 of Spades,5,S,10
"['3 of Spades', '5 of Clubs']",Ace of Clubs,5,H,10
"['Queen of Spades', '10 of Spades']",Ace of Diamonds,8,S,20
"['4 of Clubs', 'Queen of Diamonds']",4 of Clubs,8,S,20
"['10 of Diamonds', 'Jack of Clubs']",7 of Hearts,7,S,20
"['Ace of Clubs', '6 of Diamonds']",9 of Spades,9,H,100
"['7 of Hearts', 'Jack of Spades']",5 of Spades,10,S,200
"['2 of Hearts', 'King of Diamonds']",5 of Clubs,9,S,100
"['Ace of Hearts', '2 of Clubs']",Queen of Spades,8,H,100
"['3 of Clubs', '8 of Clubs']",2 of Diamonds,8,D,100
"['Ace of Spades', '8 of Spades']",7 of Clubs,10,S,300
"['4 of Hearts', '10 of Spades']",6 of Diamonds,10,S,300
"['King of Hearts', '4 of Diamonds']",King of Spades,10,H,300
"['10 of Spades', '7 of Clubs']",9 of Diamonds,1,S,10
"['9 of Diamonds', 'King of Diamonds']",3 of Clubs,1,S,10
"['7 of Diamonds', '7 of Spades']",8 of Clubs,1,H,10
"['King of Hearts', '5 of Diamonds']",Jack of Hearts,0,SU,10
"['9 of Diamonds', 'King of Hearts']",Jack of Diamonds,0,S,10
"['7 of Hearts', '7 of Hearts']",4 of Clubs,0,SP,10
"['7 of Diamonds', '9 of Spades']",10 of Spades,-1,SU,10
"['4 of Spades', '5 of Diamonds']",8 of Spades,-1,H,10
"['3 of Spades', 'King of Spades']",4 of Diamonds,-1,S,10
"['Queen of Clubs', '9 of Hearts']",10 of Diamonds,-1,S,10
"['10 of Clubs', 'Jack of Clubs']",6 of Clubs,-1,S,10
"['4 of Diamonds', '9 of Spades']",3 of Diamonds,0,S,10
"['4 of Hearts', '6 of Hearts']",7 of Spades,1,D,10
"['3 of Hearts', '9 of Spades']",3 of Hearts,3,H,10
"['6 of Clubs', '4 of Spades']",7 of Clubs,2,D,10
"['8 of Clubs', '6 of Clubs']",2 of Clubs,3,S,10
"['5 of Spades', '5 of Hearts']",6 of Hearts,2,D,10
"['10 of Hearts', '2 of Diamonds']",4 of Clubs,3,S,10
"['8 of Spades', '9 of Clubs']",2 of Diamonds,2,S,10
"['King of Clubs', 'Ace of Diamonds']",10 of Spades,1,S,10
"['4 of Diamonds', 'Jack of Clubs']",Ace of Diamonds,1,H,10
"['4 of Clubs', '3 of Spades']",10 of Diamonds,2,H,10
"['5 of Hearts', '8 of Diamonds']",King of Clubs,4,H,100
"['Queen of Diamonds', 'Jack of Clubs']",8 of Hearts,4,S,100
"['8 of Spades', '8 of Clubs']",Ace of Hearts,4,SU,100
"['Queen of Clubs', 'Ace of Clubs']",5 of Spades,0,S,100
"['4 of Clubs', 'Queen of Clubs']",7 of Spades,0,H,10
"['2 of Clubs', '2 of Clubs']",6 of Diamonds,0,SP,10
"['King of Clubs', '3 of Diamonds']",7 of Spades,-2,H,10
"['7 of Spades', 'King of Spades']",7 of Clubs,-1,S,10
"['6 of Diamonds', '8 of Spades']",7 of Diamonds,1,H,10
"['10 of Clubs', '4 of Clubs']",3 of Hearts,0,S,10
"['Jack of Spades', '5 of Hearts']",Jack of Diamonds,-1,SU,10
"['King of Spades', '9 of Spades']",3 of Diamonds,-1,S,10
"['5 of Diamonds', 'Jack of Spades']",3 of Spades,-2,S,10
"['5 of Hearts', '3 of Spades']",10 of Hearts,-3,H,10
"['5 of Clubs', '5 of Clubs']",7 of Clubs,-4,D,10
"['4 of Diamonds', '2 of Hearts']",Queen of Spades,-3,H,10
"['6 of Hearts', '6 of Clubs']",Ace of Diamonds,-4,H,10
"['4 of Diamonds', 'Queen of Hearts']",King of Hearts,-4,H,10
"['2 of Diamonds', 'Jack of Spades']",Jack of Hearts,-4,H,10
"['Jack of Hearts', '6 of Hearts']",2 of Hearts,-3,S,10
"['Jack of Clubs', 'Ace of Spades']",5 of Spades,-1,S,10
"['2 of Spades', '9 of Clubs']",Ace of Clubs,-1,D,10
"['2 of Spades', '4 of Clubs']",Queen of Diamonds,-2,H,10
"['Jack of Clubs', 'Ace of Diamonds']",Ace of Hearts,-2,S,10
"['8 of Spades', '2 of Clubs']",10 of Diamonds,-2,H,10
"['4 of Diamonds', 'King of Diamonds']",9 of Clubs,0,H,10
"['King of Diamonds', 'Jack of Spades']",Ace of Hearts,0,S,10
"['7 of Clubs', '9 of Spades']",4 of Hearts,0,S,10
"['2 of Hearts', 'Jack of Clubs']",2 of Diamonds,1,H,10
"['2 of Spades', 'Jack of Hearts']",Jack of Clubs,0,H,10
"['10 of Spades', '8 of Spades']",9 of Hearts,2,S,10
"['10 of Hearts', '4 of Hearts']",7 of Diamonds,2,H,10
"['King of Diamonds', 'King of Spades']",3 of Diamonds,2,S,10
"['Queen of Diamonds', '9 of Diamonds']",6 of Spades,3,S,10
"['4 of Diamonds', '8 of Hearts']",9 of Spades,5,H,10
"['Ace of Hearts', '10 of Clubs']",2 of Diamonds,4,S,10
"['10 of Hearts', '4 of Spades']",7 of Hearts,4,H,10
"['10 of Diamonds', '4 of Clubs']",6 of Hearts,3,S,10
"['Ace of Spades', '7 of Clubs']",6 of Diamonds,2,D,10
"['5 of Diamonds', '8 of Clubs']",5 of Hearts,0,S,10
"['Ace of Hearts', '6 of Clubs']",Queen of Clubs,0,H,10
"['King of Spades', 'Queen of Hearts']",Ace of Hearts,0,S,10
"['10 of Hearts', '8 of Spades']",6 of Spades,0,S,10
"['3 of Spades', '2 of Clubs']",9 of Clubs,1,H,10
"['4 of Diamonds', 'Jack of Spades']",8 of Diamonds,1,H,10
"['Jack of Hearts', '2 of Hearts']",Ace of Spades,3,H,10
"['4 of Clubs', '2 of Diamonds']",4 of Hearts,5,H,20
"['King of Hearts', '8 of Diamonds']",5 of Spades,4,S,20
"['5 of Clubs', '5 of Hearts']",9 of Spades,5,D,20
"['Ace of Clubs', 'King of Clubs']",7 of Spades,4,S,20
"['Ace of Clubs', '7 of Hearts']",8 of Clubs,4,S,20
"['Queen of Hearts', '7 of Clubs']",Ace of Diamonds,4,SU,20
"['4 of Clubs', '9 of Clubs']",Queen of Spades,4,H,100
"['4 of Hearts', '10 of Clubs']",6 of Clubs,4,S,100
"['King of Diamonds', '4 of Hearts']",2 of Hearts,4,S,100
"['King of Spades', 'Ace of Diamonds']",Ace of Hearts,2,S,10
"['4 of Clubs', '9 of Diamonds']",4 of Clubs,2,S,10
"['8 of Spades', '3 of Diamonds']",4 of Hearts,4,D,10
"['3 of Diamonds', '9 of Spades']",Jack of Diamonds,3,H,10
"['Ace of Spades', 'Ace of Diamonds']",Ace of Hearts,6,SP,10
"['2 of Diamonds', 'King of Clubs']",2 of Clubs,4,H,10
"['6 of Clubs', '9 of Hearts']",7 of Clubs,3,H,10
"['Ace of Spades', '6 of Clubs']",8 of Diamonds,3,H,10
"['3 of Clubs', '6 of Spades']",10 of Spades,3,H,10
"['8 of Clubs', '9 of Clubs']",Jack of Diamonds,3,S,10
"['9 of Spades', '2 of Diamonds']",10 of Clubs,3,D,10
"['Queen of Spades', '5 of Spades']",King of Hearts,4,SU,10
"['9 of Hearts', '6 of Hearts']",10 of Hearts,4,SU,10
"['3 of Clubs', 'Jack of Spades']",Jack of Hearts,4,H,10
"['4 of Diamonds', '6 of Spades']",King of Hearts,5,H,10
"['8 of Hearts', '4 of Hearts']",6 of Hearts,5,S,10
"['5 of Hearts', '5 of Diamonds']",Ace of Diamonds,5,H,10
"['4 of Hearts', 'King of Diamonds']",2 of Hearts,5,S,20
"['Ace of Clubs', 'Jack of Spades']",8 of Hearts,4,S,20
"['Jack of Spades', 'Queen of Clubs']",3 of Spades,4,S,20
"['7 of Clubs', 'King of Spades']",10 of Diamonds,5,S,20
"['Ace of Spades', '9 of Clubs']",6 of Clubs,5,S,20
"['Queen of Diamonds', 'Ace of Clubs']",Jack of Hearts,4,S,100
"['2 of Spades', 'King of Diamonds']",9 of Diamonds,4,H,100
"['10 of Diamonds', '3 of Hearts']",9 of Spades,5,H,200
"['King of Hearts', 'Jack of Spades']",7 of Spades,2,S,10
"['2 of Spades', '4 of Spades']",7 of Spades,3,H,10
"['3 of Spades', '5 of Clubs']",9 of Diamonds,2,H,10
"['2 of Clubs', '3 of Hearts']",10 of Hearts,3,H,10
"['Ace of Clubs', '10 of Diamonds']",4 of Hearts,1,S,10
"['Jack of Spades', 'Queen of Clubs']",6 of Spades,1,S,10
"['5 of Hearts', '9 of Diamonds']",9 of Clubs,2,H,10
"['Ace of Spades', '5 of Spades']",5 of Hearts,1,D,10
"['10 of Spades', '4 of Spades']",Ace of Clubs,3,H,10
"['Ace of Clubs', '8 of Clubs']",3 of Hearts,5,S,10
"['2 of Spades', '6 of Diamonds']",3 of Spades,4,H,10
"['King of Spades', '2 of Spades']",Queen of Diamonds,4,H,10
"['7 of Hearts', '9 of Clubs']",9 of Clubs,3,SU,10
"['3 of Clubs', 'Jack of Spades']",9 of Hearts,3,H,10
"['Queen of Spades', '7 of Diamonds']",6 of Hearts,5,S,10
"['4 of Spades', 'King of Spades']",4 of Diamonds,6,S,20
"['3 of Clubs', '10 of Spades']",5 of Spades,6,S,20
"['Jack of Spades', '2 of Diamonds']",5 of Spades,6,S,50
"['8 of Clubs', 'Queen of Hearts']",8 of Diamonds,6,S,50
"['6 of Diamonds', '6 of Diamonds']",5 of Diamonds,7,SP,50
"['Queen of Clubs', 'King of Clubs']",6 of Spades,8,S,100
"['7 of Diamonds', '5 of Hearts']",8 of Diamonds,6,H,50
"['Ace of Spades', '9 of Clubs']",Jack of Clubs,4,S,100
"['8 of Hearts', '10 of Spades']",Ace of Hearts,4,S,100
"['Queen of Clubs', '7 of Hearts']",10 of Diamonds,4,S,100
"['King of Clubs', '7 of Diamonds']",7 of Diamonds,0,S,100
"['6 of Hearts', '2 of Spades']",4 of Diamonds,-1,H,10
"['Ace of Spades', 'Jack of Diamonds']",3 of Diamonds,-3,S,10
"['7 of Clubs', '8 of Clubs']",4 of Clubs,-3,S,10
"['8 of Hearts', '8 of Spades']",10 of Clubs,-3,SP,10
"['5 of Hearts', '9 of Diamonds']",Jack of Hearts,-2,H,10
"['6 of Diamonds', 'Queen of Spades']",5 of Hearts,-3,S,10
"['Queen of Diamonds', '4 of Clubs']",3 of Diamonds,-2,S,10
"['8 of Diamonds', 'Jack of Spades']",4 of Spades,-3,S,10
"['Queen of Clubs', '5 of Diamonds']",Jack of Clubs,-4,SU,10
"['5 of Clubs', '4 of Clubs']",8 of Spades,-4,H,10
"['Jack of Spades', '7 of Clubs']",Queen of Hearts,-4,S,10
"['6 of Hearts', '6 of Hearts']",King of Clubs,-4,H,10
"['Ace of Hearts', '7 of Spades']",Ace of Diamonds,-5,H,10
"['4 of Diamonds', '5 of Hearts']",King of Spades,-6,H,10
"['9 of Hearts', '10 of Hearts']",Ace of Clubs,-6,S,10
"['5 of Spades', '3 of Spades']",King of Spades,-5,H,10
"['7 of Hearts', '9 of Clubs']",8 of Diamonds,-6,H,10
"['6 of Spades', '10 of Diamonds']",2 of Diamonds,-3,S,10
"['6 of Diamonds', '7 of Diamonds']",2 of Hearts,-3,S,10
"['Queen of Diamonds', '5 of Spades']",Jack of Diamonds,-4,SU,10
"['5 of Spades', 'King of Diamonds']",King of Clubs,-4,SU,10
"['King of Spades', '4 of Diamonds']",5 of Clubs,-4,S,10
"['6 of Diamonds', '3 of Spades']",3 of Clubs,-3,D,10
"['King of Spades', '6 of Clubs']",Jack of Hearts,-2,SU,10
"['King of Hearts', '3 of Spades']",3 of Hearts,-2,S,10
"['4 of Clubs', '2 of Hearts']",Queen of Clubs,1,H,10
"['8 of Hearts', 'Jack of Hearts']",10 of Diamonds,1,S,10
"['Jack of Clubs', 'Ace of Hearts']",7 of Diamonds,1,S,10
"['2 of Clubs', 'Queen of Hearts']",7 of Diamonds,1,H,10
"['Queen of Hearts', '6 of Hearts']",5 of Hearts,2,S,10
"['6 of Diamonds', '8 of Hearts']",Ace of Hearts,1,H,10
"['7 of Hearts', 'Ace of Clubs']",2 of Diamonds,2,D,10
"['Ace of Hearts', '9 of Diamonds']",4 of Spades,5,S,10
"['6 of Diamonds', '7 of Hearts']",7 of Diamonds,6,H,10
"['6 of Hearts', '2 of Hearts']",9 of Hearts,7,H,10
"['7 of Hearts', 'Ace of Hearts']",Jack of Clubs,7,H,10
"['7 of Clubs', '10 of Clubs']",King of Spades,6,S,10
"['6 of Spades', 'Queen of Diamonds']",5 of Spades,6,S,20
"['6 of Clubs', 'Queen of Diamonds']",2 of Spades,5,S,10
"['6 of Clubs', '8 of Diamonds']",2 of Hearts,6,S,20
"['Jack of Hearts', '9 of Clubs']",8 of Spades,7,S,20
"['4 of Clubs', 'Queen of Diamonds']",Ace of Clubs,7,H,20
"['10 of Spades', 'Jack of Diamonds']",3 of Spades,8,S,100
"['6 of Clubs', '7 of Diamonds']",3 of Hearts,10,S,200
"['Jack of Clubs', '7 of Clubs']",9 of Spades,9,S,100
"['4 of Spades', '5 of Clubs']",2 of Spades,9,H,100
"['Jack of Spades', 'Jack of Spades']",9 of Diamonds,7,S,50
"['7 of Hearts', '5 of Clubs']",8 of Spades,8,H,100
"['4 of Spades', 'Queen of Clubs']",4 of Diamonds,9,S,300
"['Queen of Hearts', '8 of Spades']",6 of Clubs,9,S,300
"['7 of Spades', '8 of Hearts']",Ace of Hearts,10,SU,300
"['Jack of Clubs', '3 of Spades']",10 of Clubs,0,H,300
"['3 of Clubs', '9 of Diamonds']",Ace of Spades,0,H,10
"['6 of Clubs', '3 of Diamonds']",9 of Hearts,0,H,10
"['3 of Diamonds', 'Ace of Clubs']",Jack of Spades,0,H,10
"['4 of Clubs', '6 of Spades']",4 of Hearts,3,D,10
"['Jack of Clubs', 'Queen of Hearts']",5 of Diamonds,5,S,10
"['10 of Diamonds', '3 of Clubs']",10 of Spades,5,H,10
"['Jack of Diamonds', '9 of Diamonds']",King of Clubs,6,S,10
"['9 of Hearts', 'King of Spades']",King of Clubs,6,S,10
"['Jack of Spades', '3 of Hearts']",10 of Hearts,6,H,10
"['2 of Hearts', 'Ace of Hearts']",9 of Spades,7,H,10
"['Jack of Clubs', 'Ace of Spades']",Ace of Diamonds,6,S,20
"['Ace of Hearts', 'Ace of Hearts']",7 of Clubs,6,SP,20
"['6 of Spades', '3 of Spades']",Ace of Clubs,6,H,20
"['2 of Diamonds', '3 of Clubs']",3 of Spades,3,H,10
"['3 of Spades', '8 of Spades']",Queen of Hearts,4,D,10
"['10 of Clubs', '7 of Diamonds']",8 of Diamonds,4,S,10
"['Ace of Clubs', '3 of Clubs']",7 of Diamonds,5,H,20
"['8 of Hearts', '6 of Diamonds']",3 of Diamonds,6,S,50
"['7 of Clubs', '4 of Spades']",King of Hearts,5,D,20
"['10 of Hearts', '6 of Diamonds']",King of Spades,4,SU,20
"['King of Hearts', '9 of Clubs']",9 of Spades,4,S,20
"['Queen of Clubs', '7 of Hearts']",9 of Clubs,4,S,100
"['2 of Clubs', 'Ace of Hearts']",Jack of Diamonds,4,H,100
"['Queen of Spades', '10 of Diamonds']",3 of Diamonds,3,S,50
"['Jack of Diamonds', '9 of Spades']",7 of Diamonds,1,S,10
"['9 of Spades', '5 of Diamonds']",3 of Hearts,1,S,10
"['6 of Clubs', '5 of Diamonds']",4 of Hearts,1,D,10
"['10 of Diamonds', '10 of Hearts']",Jack of Diamonds,0,S,10
"['10 of Spades', '4 of Diamonds']",2 of Diamonds,-1,S,10
"['3 of Clubs', 'King of Hearts']",King of Clubs,0,H,10
"['8 of Hearts', '6 of Spades']",Queen of Hearts,0,H,10
"['Jack of Spades', '2 of Hearts']",5 of Clubs,1,S,10
"['6 of Spades', '2 of Clubs']",9 of Hearts,1,H,10
"['Queen of Clubs', 'Jack of Spades']",Ace of Diamonds,3,S,10
"['6 of Spades', '5 of Spades']",King of Hearts,3,D,10
"['Queen of Diamonds', '6 of Diamonds']",2 of Hearts,2,S,10
"['8 of Diamonds', '3 of Diamonds']",King of Diamonds,2,D,10
"['5 of Clubs', '5 of Hearts']",7 of Diamonds,1,D,10
"['7 of Hearts', '6 of Diamonds']",8 of Clubs,0,H,10
"['3 of Spades', '4 of Clubs']",2 of Spades,-1,H,10
"['9 of Hearts', 'Ace of Clubs']",8 of Clubs,-1,S,10
"['3 of Hearts', 'Ace of Spades']",10 of Clubs,-1,H,10
"['7 of Spades', 'King of Hearts']",2 of Hearts,-2,S,10
"['Jack of Diamonds', '9 of Clubs']",Ace of Spades,0,S,10
"['Ace of Diamonds', '8 of Clubs']",6 of Hearts,0,D,10
"['8 of Hearts', '9 of Diamonds']",6 of Hearts,2,S,10
"['4 of Hearts', 'Queen of Spades']",5 of Diamonds,2,S,10
"['Queen of Hearts', '3 of Clubs']",2 of Spades,3,S,50
"['2 of Spades', '10 of Hearts']",6 of Spades,3,S,50
"['Ace of Spades', '8 of Diamonds']",Queen of Hearts,3,S,50
"['3 of Clubs', 'Ace of Hearts']",10 of Diamonds,0,H,50
"['King of Diamonds', '9 of Clubs']",7 of Clubs,1,S,10
"['2 of Diamonds', 'Ace of Spades']",7 of Clubs,1,H,10
"['Jack of Clubs', '9 of Hearts']",Ace of Hearts,1,S,10
"['10 of Hearts', '2 of Diamonds']",4 of Clubs,1,S,10
"['10 of Spades', '5 of Hearts']",King of Spades,2,SU,10
"['6 of Spades', 'King of Hearts']",Queen of Hearts,2,SU,10
"['4 of Spades', 'Ace of Diamonds']",9 of Diamonds,2,H,10
"['4 of Hearts', '8 of Hearts']",Jack of Diamonds,2,H,10
"['Ace of Hearts', '7 of Hearts']",10 of Spades,2,H,10
"['9 of Clubs', '10 of Hearts']",3 of Hearts,3,S,10
"['7 of Clubs', 'King of Clubs']",2 of Spades,2,S,10
"['5 of Diamonds', '9 of Clubs']",8 of Hearts,1,H,10
"['5 of Hearts', '3 of Hearts']",6 of Spades,1,H,10
"['9 of Hearts', '5 of Hearts']",8 of Spades,2,H,10
"['Jack of Spades', 'Queen of Hearts']",4 of Clubs,1,S,10
"['3 of Hearts', '5 of Spades']",Queen of Hearts,2,H,10
"['3 of Spades', '3 of Hearts']",3 of Hearts,2,SP,10
"['Queen of Diamonds', '6 of Spades']",2 of Hearts,-1,S,10
"['5 of Clubs', '8 of Diamonds']",3 of Diamonds,-1,S,10
"['6 of Clubs', '10 of Diamonds']",Queen of Spades,-1,SU,10
"['Jack of Clubs', '9 of Hearts']",5 of Spades,-1,S,10
"['3 of Spades', '4 of Hearts']",4 of Diamonds,0,H,10
"['7 of Clubs', '10 of Spades']",Ace of Clubs,-1,SU,10
"['2 of Diamonds', '6 of Hearts']",4 of Clubs,-1,H,10
"['Jack of Spades', '2 of Hearts']",Queen of Clubs,0,H,10
"['Queen of Diamonds', 'Jack of Hearts']",2 of Spades,2,S,10
"['7 of Spades', '9 of Hearts']",3 of Spades,5,S,10
"['Jack of Hearts', 'Jack of Spades']",Jack of Clubs,5,S,10
"['6 of Clubs', '5 of Spades']",Queen of Hearts,5,D,10
"['Queen of Diamonds', 'King of Diamonds']",7 of Diamonds,6,S,10
"['4 of Diamonds', 'Ace of Diamonds']",5 of Hearts,6,D,10
"['Ace of Hearts', '8 of Spades']",6 of Diamonds,6,D,10
"['4 of Hearts', 'Queen of Hearts']",Ace of Diamonds,8,H,20
"['8 of Diamonds', '6 of Spades']",2 of Spades,9,S,20
"['10 of Hearts', '7 of Spades']",5 of Diamonds,8,S,20
"['Queen of Spades', 'King of Spades']",2 of Diamonds,9,S,20
"['5 of Hearts', '7 of Hearts']",6 of Clubs,9,S,50
"['Jack of Clubs', '6 of Diamonds']",Ace of Diamonds,9,SU,50
"['9 of Clubs', '6 of Hearts']",Queen of Spades,9,SU,50
"['Ace of Clubs', '6 of Diamonds']",8 of Clubs,9,H,50
"['7 of Diamonds', '10 of Hearts']",3 of Hearts,10,S,50
"['Queen of Clubs', 'Jack of Hearts']",7 of Spades,9,S,50
"['10 of Diamonds', '8 of Clubs']",6 of Spades,9,S,50
"['Queen of Spades', '8 of Diamonds']",6 of Hearts,8,S,100
"['6 of Diamonds', '4 of Diamonds']",King of Clubs,9,H,100
"['2 of Clubs', '6 of Hearts']",8 of Spades,8,H,100
"['Jack of Clubs', '9 of Diamonds']",King of Clubs,9,S,100
"['Ace of Hearts', 'King of Hearts']",10 of Clubs,9,S,100
"['8 of Spades', '8 of Hearts']",2 of Hearts,9,SP,300
"['5 of Hearts', '4 of Hearts']",3 of Spades,10,D,300
"['10 of Hearts', '6 of Clubs']",9 of Diamonds,11,SU,300
"['6 of Spades', '2 of Diamonds']",4 of Hearts,0,H,300
"['Queen of Hearts', 'Jack of Spades']",9 of Spades,0,S,10
"['King of Clubs', '10 of Hearts']",Ace of Diamonds,-1,S,10
"['10 of Clubs', '3 of Spades']",3 of Clubs,-1,S,10
"['3 of Hearts', '7 of Diamonds']",9 of Clubs,-1,D,10
"['Queen of Hearts', '8 of Spades']",Jack of Spades,1,S,10
"['King of Hearts', '9 of Hearts']",8 of Diamonds,1,S,10
"['4 of Hearts', 'King of Spades']",10 of Hearts,1,H,10
"['2 of Hearts', '9 of Clubs']",3 of Spades,3,D,10
"['4 of Hearts', '2 of Diamonds']",10 of Diamonds,5,H,10
"['Queen of Clubs', 'King of Diamonds']",Ace of Hearts,7,S,10
"['7 of Clubs', '6 of Spades']",6 of Hearts,7,S,10
"['10 of Spades', '8 of Spades']",Ace of Hearts,7,S,20
"['4 of Clubs', 'Jack of Clubs']",7 of Clubs,7,H,20
"['3 of Spades', '5 of Diamonds']",7 of Clubs,8,H,20
"['6 of Hearts', 'Jack of Hearts']",Jack of Hearts,8,SU,20
"['2 of Clubs', 'Queen of Hearts']",Queen of Spades,8,H,20
"['Ace of Spades', '3 of Hearts']",4 of Diamonds,8,H,100
"['King of Diamonds', '10 of Hearts']",Queen of Diamonds,8,S,100
"['7 of Spades', '5 of Spades']",King of Diamonds,8,H,100
"['10 of Clubs', '10 of Spades']",7 of Hearts,10,S,200
"['King of Diamonds', '4 of Spades']",King of Hearts,10,H,200
"['3 of Clubs', 'Jack of Hearts']",6 of Clubs,10,S,200
"['6 of Spades', 'King of Spades']",7 of Spades,10,H,300
"['6 of Spades', '6 of Diamonds']",Jack of Spades,8,H,300
"['Queen of Spades', '4 of Diamonds']",Queen of Diamonds,10,H,300
"['8 of Diamonds', '6 of Diamonds']",4 of Spades,-1,S,10
"['Jack of Diamonds', 'Queen of Diamonds']",Queen of Diamonds,-2,S,10
"['Ace of Hearts', 'Queen of Diamonds']",10 of Spades,-1,S,10
"['Ace of Clubs', 'Queen of Spades']",6 of Spades,-1,S,10
"['2 of Diamonds', '10 of Diamonds']",6 of Diamonds,-1,S,10
"['King of Diamonds', 'Ace of Hearts']",2 of Diamonds,-1,S,10
"['King of Spades', 'Ace of Clubs']",6 of Hearts,-1,S,10
"['King of Spades', '2 of Spades']",Jack of Clubs,-1,H,10
"['King of Diamonds', 'King of Spades']",2 of Hearts,0,S,10
"['5 of Hearts', 'King of Hearts']",9 of Spades,0,H,10
"['9 of Spades', 'Ace of Spades']",7 of Diamonds,1,S,10
"['4 of Spades', 'Jack of Spades']",8 of Clubs,1,H,10
"['Ace of Diamonds', '4 of Clubs']",6 of Hearts,1,D,10
"['7 of Hearts', '8 of Spades']",9 of Diamonds,3,H,10
"['4 of Hearts', '10 of Hearts']",5 of Spades,3,S,10
"['10 of Clubs', 'Queen of Diamonds']",3 of Clubs,3,S,10
"['3 of Clubs', '9 of Clubs']",2 of Spades,3,H,10
"['7 of Spades', '8 of Diamonds']",8 of Clubs,3,H,10
"['7 of Clubs', '2 of Clubs']",6 of Spades,3,D,10
"['9 of Clubs', 'Queen of Hearts']",Ace of Clubs,3,S,10
"['2 of Hearts', '4 of Clubs']",5 of Spades,1,H,10
"['9 of Spades', 'Ace of Clubs']",Queen of Clubs,2,S,10
"['2 of Spades', '4 of Clubs']",6 of Hearts,2,H,10
"['7 of Spades', '10 of Diamonds']",10 of Hearts,2,S,20
"['Queen of Spades', '6 of Spades']",5 of Hearts,2,S,20
"['Queen of Clubs', 'Jack of Hearts']",10 of Spades,3,S,50
"['King of Clubs', 'King of Clubs']",Jack of Hearts,3,S,50
"['6 of Hearts', '2 of Diamonds']",10 of Spades,2,H,10
"['7 of Spades', '9 of Spades']",10 of Clubs,4,SU,10
"['Ace of Hearts', '5 of Hearts']",Queen of Hearts,4,H,10
"['4 of Spades', 'Ace of Diamonds']",King of Hearts,6,H,10
"['4 of Hearts', 'Ace of Spades']",2 of Diamonds,6,H,10
"['2 of Spades', 'Jack of Clubs']",7 of Clubs,8,H,20
"['2 of Hearts', '6 of Hearts']",King of Diamonds,8,H,20
"['Jack of Clubs', '10 of Diamonds']",9 of Hearts,7,S,10
"['Ace of Diamonds', '7 of Hearts']",4 of Hearts,8,D,20
"['King of Hearts', '3 of Hearts']",2 of Diamonds,8,S,20
"['King of Spades', '2 of Hearts']",3 of Diamonds,9,H,20
"['Ace of Clubs', '9 of Clubs']",King of Clubs,9,S,50
"['6 of Clubs', 'Queen of Diamonds']",8 of Diamonds,9,H,50
"['Jack of Clubs', 'Queen of Diamonds']",7 of Spades,10,S,50
"['3 of Clubs', '6 of Clubs']",8 of Spades,11,H,50
"['8 of Diamonds', 'Jack of Clubs']",9 of Diamonds,13,S,100
"['Queen of Clubs', '7 of Diamonds']",4 of Clubs,13,S,300
"['4 of Spades', 'Ace of Clubs']",5 of Spades,14,D,300
"['7 of Hearts', '5 of Hearts']",10 of Spades,15,H,300
"['3 of Diamonds', '8 of Clubs']",7 of Clubs,15,D,300
"['Queen of Spades', '6 of Hearts']",4 of Spades,14,S,300
"['4 of Diamonds', '4 of Diamonds']",4 of Clubs,14,H,300
"['Queen of Diamonds', '5 of Clubs']",6 of Hearts,14,S,300
"['3 of Hearts', '8 of Spades']",10 of Hearts,14,D,300
"['10 of Diamonds', '3 of Spades']",5 of Diamonds,14,S,300
"['Ace of Spades', '2 of Clubs']",King of Clubs,0,H,300
"['2 of Diamonds', '2 of Diamonds']",6 of Diamonds,1,SP,10
"['6 of Diamonds', '8 of Hearts']",9 of Clubs,1,H,10
"['3 of Hearts', '7 of Clubs']",3 of Clubs,2,D,10
"['Ace of Spades', '5 of Diamonds']",8 of Diamonds,1,H,10
"['7 of Hearts', '4 of Hearts']",King of Hearts,1,D,10
"['10 of Clubs', '9 of Diamonds']",4 of Spades,2,S,10
"['9 of Hearts', 'King of Clubs']",3 of Hearts,2,S,10
"['7 of Clubs', 'Queen of Clubs']",3 of Diamonds,1,S,10
"['5 of Clubs', '4 of Diamonds']",5 of Clubs,0,D,10
"['6 of Diamonds', '4 of Spades']",10 of Hearts,-1,H,10
"['6 of Hearts', 'Queen of Hearts']",Ace of Diamonds,-2,SU,10
"['10 of Spades', '8 of Diamonds']",King of Diamonds,-2,S,10
